genome	chrom	start	end	coverage	identity	score	orientation	num_hits	subject_span	q_low	q_high
II32	Chr4	3130858	3141985	0.1076	0.00	0.2215	.	3	11127	9022	19562
II32	Chr7	17847162	17833860	0.1111	0.00	0.2211	.	3	-13302	8886	19562
II32	Chr7	23396969	23391191	0.1108	0.00	0.2210	.	4	-5778	8887	19780
II32	Chr5	6395422	6406294	0.1140	0.00	0.2206	.	3	10872	8887	19562
II32	Chr5	6395422	6406294	0.1140	0.00	0.2206	.	3	10872	8887	19562
II32	Chr1	4769146	4764111	0.1081	0.00	0.2205	.	2	-5035	8887	19562
II32	Chr1	4769146	4764111	0.1081	0.00	0.2205	.	2	-5035	8887	19562
II32	Chr11	31040626	31118493	0.1125	0.00	0.2204	.	5	77867	8888	19647
II32	Chr11	31040626	31118493	0.1125	0.00	0.2204	.	5	77867	8888	19647
II32	Chr11	31040626	31118493	0.1125	0.00	0.2204	.	5	77867	8888	19647
II32	Chr3	29264138	29274774	0.1029	0.00	0.2204	.	3	10636	8887	19663
II32	Chr3	29264138	29274774	0.1029	0.00	0.2204	.	3	10636	8887	19663
II32	Chr11	17667529	17446875	0.1112	0.00	0.2203	.	7	-220654	8886	19647
II32	Chr2	24157521	24137760	0.1116	0.00	0.2202	.	4	-19761	8887	19562
II32	Chr3	14530208	14528721	0.1025	0.00	0.2201	.	2	-1487	8982	19647
II32	Chr11	17006580	17004262	0.1114	0.00	0.2201	.	6	-2318	8887	19684
II32	Chr10	7355263	7342018	0.1107	0.00	0.2199	.	4	-13245	8807	19647
II32	Chr7	15289700	15284072	0.1088	0.00	0.2198	.	3	-5628	8974	19647
II32	Chr7	15289700	15284072	0.1088	0.00	0.2198	.	3	-5628	8974	19647
II32	Chr7	12195483	12195477	0.1062	0.00	0.2197	.	2	-6	9013	19647
II32	Chr7	12195483	12195477	0.1062	0.00	0.2197	.	2	-6	9013	19647
II32	Chr4	29136950	29132715	0.1072	0.00	0.2196	.	3	-4235	8887	19562
II32	Chr11	20041954	20040471	0.1015	0.00	0.2193	.	2	-1483	8982	19562
II32	Chr11	20041954	20040471	0.1015	0.00	0.2193	.	2	-1483	8982	19562
II32	Chr12	18737686	18876146	0.1122	0.00	0.2192	.	4	138460	8887	19663
II32	Chr11	6483745	6473288	0.1087	0.00	0.2191	.	3	-10457	8887	19647
II32	Chr11	6483745	6473288	0.1087	0.00	0.2191	.	3	-10457	8887	19647
II32	Chr4	27158002	27249396	0.1126	0.00	0.2190	.	4	91394	8886	19503
II32	Chr12	20068324	20175720	0.1115	0.00	0.2190	.	6	107396	8871	19782
II32	Chr12	20068324	20175720	0.1115	0.00	0.2190	.	6	107396	8871	19782
II32	Chr7	28040726	28039053	0.1018	0.00	0.2188	.	2	-1673	9028	19647
II32	Chr7	28040726	28039053	0.1018	0.00	0.2188	.	2	-1673	9028	19647
II32	Chr11	22935608	22887142	0.1100	0.00	0.2188	.	5	-48466	8887	19663
II32	Chr4	12470045	12481316	0.1113	0.00	0.2187	.	3	11271	8887	19780
II32	Chr11	17006580	17004262	0.1111	0.00	0.2187	.	4	-2318	8887	19684
II32	Chr11	17006580	17004262	0.1111	0.00	0.2187	.	4	-2318	8887	19684
II32	Chr6	26477517	26471080	0.1105	0.00	0.2187	.	4	-6437	8887	19489
II32	Chr7	17847162	17833860	0.1111	0.00	0.2186	.	4	-13302	8886	19562
II32	Chr11	31985000	31975767	0.1098	0.00	0.2185	.	6	-9233	8887	19647
II32	Chr2	17879364	17896780	0.1079	0.00	0.2184	.	2	17416	8974	19562
II32	Chr1	41502665	41513108	0.1008	0.00	0.2183	.	2	10443	8908	19440
II32	Chr3	5267965	5266330	0.1095	0.00	0.2181	.	3	-1635	8886	19485
II32	Chr9	5152265	5164006	0.1026	0.00	0.2180	.	2	11741	8974	19647
II32	Chr3	25404799	25403453	0.1089	0.00	0.2180	.	4	-1346	8887	19562
II32	Chr11	31985000	31975767	0.1054	0.00	0.2180	.	3	-9233	8887	19562
II32	Chr10	2246960	2232650	0.1086	0.00	0.2179	.	2	-14310	8887	19562
II32	Chr4	15990722	15893820	0.1234	0.00	0.2179	.	2	-96902	8887	19780
II32	Chr11	27657054	27709448	0.1085	0.00	0.2179	.	4	52394	8979	19782
II32	Chr5	18574649	18585071	0.1108	0.00	0.2178	.	5	10422	8887	19781
II32	Chr12	7455314	7478278	0.1101	0.00	0.2177	.	6	22964	8887	19676
II32	Chr11	11443991	11442556	0.1024	0.00	0.2177	.	2	-1435	9540	19647
II32	Chr12	7257343	7478278	0.1103	0.00	0.2177	.	10	220935	8871	19676
II32	Chr12	7455314	7478278	0.1101	0.00	0.2176	.	7	22964	8887	19676
II32	Chr2	14688129	14698716	0.1098	0.00	0.2176	.	5	10587	8887	19647
II32	Chr2	14688129	14698716	0.1098	0.00	0.2176	.	5	10587	8887	19647
II32	Chr4	1551134	1565610	0.1028	0.00	0.2174	.	3	14476	8974	19647
II32	Chr8	9951847	9963121	0.1098	0.00	0.2172	.	3	11274	8887	19647
II32	Chr8	23300345	23315483	0.1098	0.00	0.2171	.	3	15138	8887	19647
II32	Chr8	23300345	23315483	0.1098	0.00	0.2171	.	3	15138	8887	19647
II32	Chr8	13152389	13135776	0.1067	0.00	0.2170	.	3	-16613	8974	19629
II32	Chr8	13152389	13135776	0.1067	0.00	0.2170	.	3	-16613	8974	19629
II32	Chr6	19933031	19930455	0.1072	0.00	0.2168	.	3	-2576	8887	19383
II32	Chr11	5941757	5770258	0.1098	0.00	0.2168	.	4	-171499	8887	19647
II32	Chr11	72632	209858	0.1096	0.00	0.2166	.	4	137226	8974	19503
II32	Chr12	19288260	19288719	0.1110	0.00	0.2166	.	3	459	8886	18685
II32	Chr12	19288260	19288719	0.1110	0.00	0.2166	.	3	459	8886	18685
II32	Chr12	21242202	21240587	0.1098	0.00	0.2165	.	3	-1615	8888	19647
II32	Chr12	21242202	21240587	0.1098	0.00	0.2165	.	3	-1615	8888	19647
II32	Chr2	9822074	9867015	0.1081	0.00	0.2163	.	4	44941	8886	19782
II32	Chr2	9822074	9867015	0.1081	0.00	0.2163	.	4	44941	8886	19782
II32	Chr2	17338921	17348840	0.1004	0.00	0.2163	.	2	9919	9000	19663
II32	Chr1	20728938	20711019	0.1071	0.00	0.2162	.	3	-17919	8974	19663
II32	Chr1	20728938	20711019	0.1071	0.00	0.2162	.	3	-17919	8974	19663
II32	Chr9	14566805	14665766	0.1090	0.00	0.2162	.	7	98961	8887	19780
II32	Chr7	3439596	3438339	0.1089	0.00	0.2162	.	3	-1257	8887	19562
II32	Chr2	4327559	4325989	0.0983	0.00	0.2160	.	2	-1570	8979	19422
II32	Chr2	4327559	4325989	0.0983	0.00	0.2160	.	2	-1570	8979	19422
II32	Chr6	6647907	6661895	0.1024	0.00	0.2160	.	3	13988	8979	19782
II32	Chr6	6647907	6661895	0.1024	0.00	0.2160	.	3	13988	8979	19782
II32	Chr11	17667529	17677875	0.1010	0.00	0.2160	.	4	10346	8886	18944
II32	Chr6	17503804	17502417	0.0987	0.00	0.2155	.	2	-1387	9499	19628
II32	Chr6	17503804	17502417	0.0987	0.00	0.2155	.	2	-1387	9499	19628
II32	Chr2	17257003	17266316	0.1080	0.00	0.2155	.	5	9313	8887	19663
II32	Chr5	18574649	18585071	0.1080	0.00	0.2153	.	4	10422	8887	19535
II32	Chr2	17879364	17896780	0.1079	0.00	0.2151	.	3	17416	8974	19562
II32	Chr5	30208791	30218945	0.0983	0.00	0.2151	.	2	10154	8908	19393
II32	Chr3	27433432	27431564	0.1071	0.00	0.2148	.	3	-1868	8974	19562
II32	Chr8	18028398	18113690	0.1075	0.00	0.2148	.	4	85292	8974	19564
II32	Chr11	8186532	8199077	0.1000	0.00	0.2145	.	3	12545	8974	19647
II32	Chr11	8186532	8199077	0.1000	0.00	0.2145	.	3	12545	8974	19647
II32	Chr6	17730688	17759216	0.1030	0.00	0.2145	.	3	28528	8887	19608
II32	Chr6	17730688	17759216	0.1030	0.00	0.2145	.	3	28528	8887	19608
II32	Chr4	1415748	1565610	0.1028	0.00	0.2143	.	4	149862	8974	19647
II32	Chr11	10033005	10058707	0.1037	0.00	0.2143	.	4	25702	8887	19184
II32	Chr3	12620599	12619543	0.1017	0.00	0.2140	.	2	-1056	42039	51010
II32	Chr3	12620599	12619543	0.1017	0.00	0.2140	.	2	-1056	42039	51010
II32	Chr6	23809432	23818205	0.1058	0.00	0.2136	.	3	8773	8887	19704
II32	Chr3	19424332	19424333	0.1037	0.00	0.2133	.	4	1	8871	19551
II32	Chr8	15547468	15560945	0.0999	0.00	0.2129	.	2	13477	9000	19535
II32	Chr8	15547468	15560945	0.0999	0.00	0.2129	.	2	13477	9000	19535
II32	Chr5	20670346	20662017	0.1016	0.00	0.2129	.	3	-8329	8908	19497
II32	Chr5	20670346	20662017	0.1016	0.00	0.2129	.	3	-8329	8908	19497
II32	Chr11	10033005	10058707	0.1037	0.00	0.2129	.	5	25702	8887	19184
II32	Chr9	1748337	1761699	0.0994	0.00	0.2128	.	2	13362	8979	19562
II32	Chr4	39287	49061	0.0966	0.00	0.2126	.	2	9774	8887	19219
II32	Chr6	18410476	18424937	0.1053	0.00	0.2126	.	5	14461	8974	19780
II32	Chr6	18410476	18424937	0.1053	0.00	0.2126	.	5	14461	8974	19780
II32	Chr11	9063404	9073491	0.0955	0.00	0.2125	.	2	10087	9499	19563
II32	Chr12	9543269	9568376	0.1037	0.00	0.2121	.	6	25107	8887	19647
II32	Chr1	16440091	16438031	0.0949	0.00	0.2117	.	2	-2060	9499	19477
II32	Chr1	16440091	16438031	0.0949	0.00	0.2117	.	2	-2060	9499	19477
II32	Chr7	3088611	3097188	0.0977	0.00	0.2116	.	3	8577	42039	51190
II32	Chr7	3088611	3097188	0.0977	0.00	0.2116	.	3	8577	42039	51190
II32	Chr10	5595714	5589126	0.1041	0.00	0.2116	.	4	-6588	9008	18764
II32	Chr10	5595714	5589126	0.1041	0.00	0.2113	.	5	-6588	9008	18764
II32	Chr1	41502665	41716525	0.1008	0.00	0.2110	.	3	213860	8908	19440
II32	Chr6	21827030	21838897	0.1028	0.00	0.2109	.	2	11867	42038	51113
II32	Chr6	21827030	21838897	0.1028	0.00	0.2109	.	2	11867	42038	51113
II32	Chr9	5152265	5164006	0.1026	0.00	0.2105	.	3	11741	8974	19647
II32	Chr5	15674838	15685426	0.0945	0.00	0.2105	.	4	10588	9499	19663
II32	Chr5	15674838	15685426	0.0945	0.00	0.2105	.	4	10588	9499	19663
II32	Chr8	18028398	18026693	0.1028	0.00	0.2105	.	3	-1705	8974	19562
II32	Chr12	20068324	20104585	0.1027	0.00	0.2099	.	4	36261	8871	19004
II32	Chr7	17560783	17571178	0.0940	0.00	0.2095	.	2	10395	9499	19402
II32	Chr7	17560783	17571178	0.0940	0.00	0.2095	.	2	10395	9499	19402
II32	Chr5	1339711	1333739	0.0967	0.00	0.2095	.	2	-5972	8887	19704
II32	Chr8	11827131	11836052	0.0944	0.00	0.2094	.	2	8921	8887	17831
II32	Chr4	15235586	15234748	0.0986	0.00	0.2093	.	4	-838	8887	19780
II32	Chr4	15235586	15234748	0.0986	0.00	0.2093	.	4	-838	8887	19780
II32	Chr1	10178866	10162804	0.1003	0.00	0.2092	.	4	-16062	8974	19785
II32	Chr7	7799736	7810273	0.0934	0.00	0.2091	.	3	10537	9499	19387
II32	Chr7	7799736	7810273	0.0934	0.00	0.2091	.	3	10537	9499	19387
II32	Chr4	2073115	2071133	0.0921	0.00	0.2090	.	2	-1982	9499	19780
II32	Chr4	2073115	2071133	0.0921	0.00	0.2090	.	2	-1982	9499	19780
II32	Chr6	5673283	5693348	0.0972	0.00	0.2090	.	4	20065	8977	19604
II32	Chr6	5673283	5693348	0.0972	0.00	0.2090	.	4	20065	8977	19604
II32	Chr9	11964425	11973568	0.0945	0.00	0.2088	.	2	9143	8888	19562
II32	Chr1	44117656	44129528	0.1005	0.00	0.2083	.	2	11872	42316	51187
II32	Chr12	9027711	9037662	0.0914	0.00	0.2082	.	2	9951	9499	19617
II32	Chr12	9027711	9037662	0.0914	0.00	0.2082	.	2	9951	9499	19617
II32	Chr9	1748337	1604620	0.0994	0.00	0.2082	.	5	-143717	8979	19562
II32	Chr5	4996787	5011675	0.0994	0.00	0.2079	.	5	14888	8886	19562
II32	Chr11	19775866	19790423	0.0950	0.00	0.2079	.	2	14557	8886	19562
II32	Chr11	19775866	19790423	0.0950	0.00	0.2079	.	2	14557	8886	19562
II32	Chr8	5969865	5963887	0.0951	0.00	0.2078	.	2	-5978	8886	19562
II32	Chr8	5969865	5963887	0.0951	0.00	0.2078	.	2	-5978	8886	19562
II32	Chr6	19166611	19164221	0.0917	0.00	0.2077	.	2	-2390	9499	19640
II32	Chr6	19166611	19164221	0.0917	0.00	0.2077	.	2	-2390	9499	19640
II32	Chr11	3132659	3153297	0.1017	0.00	0.2075	.	2	20638	42038	51010
II32	Chr11	17350807	17319127	0.0984	0.00	0.2073	.	6	-31680	8979	19704
II32	Chr7	17138688	17136537	0.0905	0.00	0.2072	.	2	-2151	9499	19536
II32	Chr7	17138688	17136537	0.0905	0.00	0.2072	.	2	-2151	9499	19536
II32	Chr12	9659665	9657403	0.0908	0.00	0.2071	.	2	-2262	9499	19563
II32	Chr4	13753434	13590164	0.1003	0.00	0.2071	.	7	-163270	9668	19647
II32	Chr5	14632050	14669559	0.0986	0.00	0.2070	.	6	37509	8974	19647
II32	Chr5	14632050	14669559	0.0986	0.00	0.2070	.	6	37509	8974	19647
II32	Chr2	10703453	10758950	0.1017	0.00	0.2068	.	4	55497	42039	51010
II32	Chr2	10703453	10758950	0.1017	0.00	0.2068	.	4	55497	42039	51010
II32	Chr12	9543269	9568376	0.0944	0.00	0.2068	.	4	25107	8887	19647
II32	Chr8	20477319	20474551	0.0915	0.00	0.2067	.	2	-2768	9499	19623
II32	Chr11	8843341	8836385	0.0971	0.00	0.2066	.	4	-6956	9499	19699
II32	Chr1	44117656	44022822	0.1005	0.00	0.2063	.	3	-94834	42316	51187
II32	Chr1	15496784	15561196	0.0967	0.00	0.2061	.	4	64412	8974	19562
II32	Chr1	15496784	15561196	0.0967	0.00	0.2061	.	4	64412	8974	19562
II32	Chr1	15496784	15561196	0.0967	0.00	0.2061	.	4	64412	8974	19562
II32	Chr8	20601176	20474551	0.0977	0.00	0.2059	.	4	-126625	8979	19623
II32	Chr3	23970023	23968275	0.1007	0.00	0.2059	.	5	-1748	42039	51010
II32	Chr1	5331923	5342150	0.0891	0.00	0.2057	.	2	10227	9499	19536
II32	Chr1	5331923	5342150	0.0891	0.00	0.2057	.	2	10227	9499	19536
II32	Chr11	1976017	2046742	0.1005	0.00	0.2057	.	4	70725	42039	51010
II32	Chr11	1976017	2046742	0.1005	0.00	0.2057	.	4	70725	42039	51010
II32	Chr12	8586835	8616763	0.0977	0.00	0.2056	.	4	29928	8979	19647
II32	Chr12	8586835	8616763	0.0977	0.00	0.2056	.	4	29928	8979	19647
II32	Chr5	15312625	15320749	0.0921	0.00	0.2056	.	2	8124	42038	51187
II32	Chr5	15312625	15320749	0.0921	0.00	0.2056	.	2	8124	42038	51187
II32	Chr11	22303809	22301708	0.0888	0.00	0.2055	.	2	-2101	9506	19665
II32	Chr11	22303809	22301708	0.0888	0.00	0.2055	.	2	-2101	9506	19665
II32	Chr2	19231247	19325766	0.0978	0.00	0.2054	.	4	94519	9499	19780
II32	Chr2	15526405	15503240	0.0952	0.00	0.2053	.	4	-23165	8977	19647
II32	Chr3	19424332	19424333	0.0938	0.00	0.2053	.	2	1	8871	19551
II32	Chr6	24131867	24132104	0.0946	0.00	0.2053	.	2	237	11435	19780
II32	Chr1	19927536	19922550	0.0960	0.00	0.2052	.	5	-4986	9499	19780
II32	Chr4	13596805	13590164	0.0971	0.00	0.2051	.	4	-6641	9866	19562
II32	Chr11	5772372	5770258	0.0882	0.00	0.2050	.	2	-2114	9499	19439
II32	Chr5	27847655	27855979	0.0943	0.00	0.2047	.	2	8324	42058	51010
II32	Chr5	27847655	27855979	0.0943	0.00	0.2047	.	2	8324	42058	51010
II32	Chr7	18734478	18744207	0.0881	0.00	0.2046	.	4	9729	9499	19433
II32	Chr10	398171	412270	0.0908	0.00	0.2045	.	2	14099	8983	19661
II32	Chr3	16588795	16584958	0.0907	0.00	0.2045	.	3	-3837	9499	19663
II32	Chr11	20262927	20260521	0.0865	0.00	0.2043	.	2	-2406	8924	19647
II32	Chr11	20262927	20260521	0.0865	0.00	0.2043	.	2	-2406	8924	19647
II32	Chr11	18248525	18244250	0.0905	0.00	0.2039	.	3	-4275	9499	19663
II32	Chr11	18248525	18244250	0.0905	0.00	0.2039	.	3	-4275	9499	19663
II32	Chr11	15074091	15068402	0.0907	0.00	0.2033	.	2	-5689	9499	19647
II32	Chr11	15074091	15068402	0.0907	0.00	0.2033	.	2	-5689	9499	19647
II32	Chr1	10758512	10773059	0.0914	0.00	0.2032	.	3	14547	9499	19617
II32	Chr1	10758512	10773059	0.0914	0.00	0.2032	.	3	14547	9499	19617
II32	Chr12	18862341	18876146	0.0907	0.00	0.2031	.	2	13805	9499	19663
II32	Chr2	17257003	17266316	0.0874	0.00	0.2029	.	3	9313	8887	19647
II32	Chr2	33136480	33133439	0.0925	0.00	0.2029	.	3	-3041	42221	51185
II32	Chr2	33136480	33133439	0.0925	0.00	0.2029	.	3	-3041	42221	51185
II32	Chr9	6436444	6450297	0.0890	0.00	0.2025	.	4	13853	9499	19537
II32	Chr4	32471063	32475019	0.0947	0.00	0.2024	.	5	3956	42038	51010
II32	Chr4	32471063	32475019	0.0947	0.00	0.2024	.	5	3956	42038	51010
II32	Chr6	8965057	9044725	0.0909	0.00	0.2020	.	3	79668	9499	19632
II32	Chr6	8965057	9044725	0.0909	0.00	0.2020	.	3	79668	9499	19632
II32	Chr11	32396713	32567646	0.0567	0.00	0.2019	.	3	170933	21259	51010
II32	Chr4	36078080	36087118	0.0872	0.00	0.2018	.	2	9038	8887	19647
II32	Chr4	36078080	36087118	0.0872	0.00	0.2018	.	2	9038	8887	19647
II32	Chr9	6935635	6967112	0.0917	0.00	0.2017	.	4	31477	9499	19639
II32	Chr9	11964425	11821193	0.0945	0.00	0.2017	.	3	-143232	8888	19562
II32	Chr9	3732949	3729800	0.0904	0.00	0.2017	.	3	-3149	9499	19561
II32	Chr9	3732949	3729800	0.0904	0.00	0.2017	.	3	-3149	9499	19561
II32	Chr1	19927536	19922550	0.0876	0.00	0.2017	.	3	-4986	9499	19516
II32	Chr4	18316566	18370776	0.0906	0.00	0.2014	.	4	54210	9499	19540
II32	Chr4	18316566	18370776	0.0906	0.00	0.2014	.	4	54210	9499	19540
II32	Chr1	20263889	20271688	0.0889	0.00	0.2012	.	2	7799	43137	51187
II32	Chr11	16090042	16089820	0.0919	0.00	0.2012	.	6	-222	8887	19783
II32	Chr6	20972248	20983516	0.0938	0.00	0.2011	.	6	11268	9499	19780
II32	Chr6	20972248	20983516	0.0938	0.00	0.2011	.	6	11268	9499	19780
II32	Chr5	5064916	5011675	0.0925	0.00	0.2007	.	4	-53241	9499	19562
II32	Chr3	23663136	23651909	0.0912	0.00	0.2006	.	3	-11227	42038	51010
II32	Chr5	26866718	26876444	0.0841	0.00	0.2004	.	3	9726	9499	19475
II32	Chr5	26866718	26876444	0.0841	0.00	0.2004	.	3	9726	9499	19475
II32	Chr3	23663136	23651909	0.0946	0.00	0.2003	.	5	-11227	42038	51010
II32	Chr3	23663136	23651909	0.0946	0.00	0.2003	.	5	-11227	42038	51010
II32	Chr9	14669935	14665766	0.0924	0.00	0.2003	.	5	-4169	9499	19704
II32	Chr4	14434002	14431391	0.0908	0.00	0.2002	.	4	-2611	9499	19562
II32	Chr12	15261713	15271443	0.0840	0.00	0.2002	.	2	9730	9499	19564
II32	Chr8	20601176	20595700	0.0861	0.00	0.2000	.	2	-5476	8979	19562
II32	Chr5	9595447	9604745	0.0850	0.00	0.2000	.	2	9298	8887	19647
II32	Chr5	9595447	9604745	0.0850	0.00	0.2000	.	2	9298	8887	19647
II32	Chr11	17350807	17319127	0.0906	0.00	0.1998	.	5	-31680	8979	19704
II32	Chr11	16348475	16233238	0.0903	0.00	0.1995	.	5	-115237	8887	19647
II32	Chr12	1884944	1884946	0.0925	0.00	0.1994	.	2	2	42221	51010
II32	Chr12	1884944	1884946	0.0925	0.00	0.1994	.	2	2	42221	51010
II32	Chr1	23783	23786	0.0913	0.00	0.1993	.	2	3	42039	51010
II32	Chr8	16253250	16253242	0.0927	0.00	0.1991	.	4	-8	42745	51187
II32	Chr9	1502148	1604620	0.0896	0.00	0.1991	.	5	102472	8973	19647
II32	Chr4	14434002	14431391	0.0908	0.00	0.1989	.	5	-2611	9499	19562
II32	Chr7	20185429	20196684	0.0889	0.00	0.1987	.	4	11255	42221	50894
II32	Chr1	16100730	16098340	0.0823	0.00	0.1987	.	2	-2390	8887	19562
II32	Chr1	16100730	16098340	0.0823	0.00	0.1987	.	2	-2390	8887	19562
II32	Chr7	20091936	20088937	0.0837	0.00	0.1987	.	2	-2999	9499	19626
II32	Chr10	2499980	2508905	0.0833	0.00	0.1982	.	4	8925	8979	19192
II32	Chr10	2499980	2508905	0.0833	0.00	0.1982	.	4	8925	8979	19192
II32	Chr10	22836110	22845219	0.0830	0.00	0.1982	.	2	9109	9949	19322
II32	Chr4	29770430	29729107	0.0916	0.00	0.1980	.	5	-41323	42352	51010
II32	Chr4	29770430	29729107	0.0916	0.00	0.1980	.	5	-41323	42352	51010
II32	Chr3	23970023	23968275	0.0842	0.00	0.1974	.	3	-1748	42039	51010
II32	Chr2	23101470	23109362	0.0856	0.00	0.1973	.	2	7892	42039	51187
II32	Chr4	32043842	32053027	0.0818	0.00	0.1973	.	2	9185	9499	18775
II32	Chr4	32043842	32053027	0.0818	0.00	0.1973	.	2	9185	9499	18775
II32	Chr12	10054036	10050611	0.0832	0.00	0.1970	.	2	-3425	9499	19536
II32	Chr12	10054036	10050611	0.0832	0.00	0.1970	.	2	-3425	9499	19536
II32	Chr12	13264918	13284686	0.0872	0.00	0.1965	.	3	19768	9499	18111
II32	Chr12	13264918	13284686	0.0872	0.00	0.1965	.	3	19768	9499	18111
II32	Chr6	19659294	19649303	0.0817	0.00	0.1959	.	2	-9991	8886	19562
II32	Chr5	17001435	17009620	0.0825	0.00	0.1959	.	2	8185	9499	18831
II32	Chr5	17001435	17009620	0.0825	0.00	0.1959	.	2	8185	9499	18831
II32	Chr9	6935635	7166032	0.0917	0.00	0.1958	.	6	230397	9499	19639
II32	Chr4	27241179	27249396	0.0820	0.00	0.1956	.	2	8217	8935	19370
II32	Chr1	18948334	18924977	0.0847	0.00	0.1955	.	4	-23357	9499	19435
II32	Chr1	18948334	18924977	0.0847	0.00	0.1955	.	4	-23357	9499	19435
II32	Chr1	1918043	1916512	0.0841	0.00	0.1953	.	3	-1531	42221	51010
II32	Chr5	4996787	5011675	0.0843	0.00	0.1944	.	4	14888	8886	19562
II32	Chr4	26961664	26959229	0.0816	0.00	0.1942	.	2	-2435	10456	19704
II32	Chr7	10835114	10844773	0.0767	0.00	0.1933	.	3	9659	9499	19558
II32	Chr7	10835114	10844773	0.0767	0.00	0.1933	.	3	9659	9499	19558
II32	Chr9	9083835	9080415	0.0836	0.00	0.1933	.	4	-3420	9499	19503
II32	Chr4	14527768	14525310	0.0774	0.00	0.1932	.	2	-2458	9499	18979
II32	Chr3	7867183	7875757	0.0803	0.00	0.1931	.	2	8574	8974	17127
II32	Chr3	7867183	7875757	0.0803	0.00	0.1931	.	2	8574	8974	17127
II32	Chr4	25024556	25033922	0.0781	0.00	0.1928	.	2	9366	10442	19508
II32	Chr4	25024556	25033922	0.0781	0.00	0.1928	.	2	9366	10442	19508
II32	Chr8	19532202	19542293	0.0767	0.00	0.1927	.	2	10091	9499	19313
II32	Chr8	19532202	19542293	0.0767	0.00	0.1927	.	2	10091	9499	19313
II32	Chr12	15261713	15271443	0.0840	0.00	0.1926	.	3	9730	9499	19564
II32	Chr12	7257343	7266787	0.0850	0.00	0.1924	.	4	9444	8871	17440
II32	Chr7	18204209	18216792	0.0789	0.00	0.1924	.	3	12583	9499	19427
II32	Chr7	18204209	18216792	0.0789	0.00	0.1924	.	3	12583	9499	19427
II32	Chr12	13019042	12875624	0.0737	0.00	0.1924	.	3	-143418	8974	23383
II32	Chr4	13753434	13801433	0.0830	0.00	0.1916	.	5	47999	9668	19647
II32	Chr1	11443411	11512634	0.0813	0.00	0.1911	.	3	69223	9499	18723
II32	Chr3	19169945	19179022	0.0779	0.00	0.1909	.	2	9077	8973	17374
II32	Chr2	25755840	25762846	0.0795	0.00	0.1908	.	3	7006	44011	51190
II32	Chr2	25755840	25762846	0.0795	0.00	0.1908	.	3	7006	44011	51190
II32	Chr2	16644439	16643009	0.0785	0.00	0.1906	.	2	-1430	8979	18021
II32	Chr2	16644439	16643009	0.0785	0.00	0.1906	.	2	-1430	8979	18021
II32	Chr3	33703202	33698013	0.0786	0.00	0.1906	.	2	-5189	9888	19562
II32	Chr4	35293483	35293482	0.0787	0.00	0.1905	.	2	-1	44011	51010
II32	Chr4	35293483	35293482	0.0787	0.00	0.1905	.	2	-1	44011	51010
II32	Chr10	18982862	18982861	0.0787	0.00	0.1905	.	2	-1	44011	51010
II32	Chr4	19527061	19527060	0.0787	0.00	0.1905	.	2	-1	44011	51010
II32	Chr4	19527061	19527060	0.0787	0.00	0.1905	.	2	-1	44011	51010
II32	Chr11	2536108	2543045	0.0787	0.00	0.1903	.	2	6937	44011	51010
II32	Chr2	26385337	26392283	0.0787	0.00	0.1903	.	2	6946	44011	51010
II32	Chr2	26385337	26392283	0.0787	0.00	0.1903	.	2	6946	44011	51010
II32	Chr6	23025684	23032626	0.0787	0.00	0.1903	.	2	6942	44011	51010
II32	Chr6	23025684	23032626	0.0787	0.00	0.1903	.	2	6942	44011	51010
II32	Chr2	26970855	26977793	0.0787	0.00	0.1903	.	2	6938	44011	51010
II32	Chr2	26970855	26977793	0.0787	0.00	0.1903	.	2	6938	44011	51010
II32	Chr10	8208588	8215526	0.0787	0.00	0.1903	.	2	6938	44011	51010
II32	Chr5	10834186	10845861	0.0744	0.00	0.1899	.	2	11675	9028	19391
II32	Chr8	10494463	10492867	0.0790	0.00	0.1899	.	2	-1596	9499	18077
II32	Chr8	10494463	10492867	0.0790	0.00	0.1899	.	2	-1596	9499	18077
II32	Chr10	14302940	14351460	0.0831	0.00	0.1895	.	4	48520	43851	51187
II32	Chr10	14302940	14351460	0.0831	0.00	0.1895	.	4	48520	43851	51187
II32	Chr1	11443411	11512634	0.0813	0.00	0.1888	.	4	69223	9499	18723
II32	Chr3	24562573	24561235	0.0789	0.00	0.1886	.	2	-1338	9499	17842
II32	Chr3	24562573	24561235	0.0789	0.00	0.1886	.	2	-1338	9499	17842
II32	Chr8	28997851	29004728	0.0781	0.00	0.1886	.	2	6877	44011	51010
II32	Chr8	28997851	29004728	0.0781	0.00	0.1886	.	2	6877	44011	51010
II32	Chr9	22398621	22405498	0.0781	0.00	0.1886	.	2	6877	44011	51010
II32	Chr1	38047795	38054615	0.0775	0.00	0.1884	.	3	6820	44011	51010
II32	Chr1	38047795	38054615	0.0775	0.00	0.1884	.	3	6820	44011	51010
II32	Chr4	883585	890417	0.0775	0.00	0.1884	.	3	6832	44011	51010
II32	Chr4	883585	890417	0.0775	0.00	0.1884	.	3	6832	44011	51010
II32	Chr3	37538797	37545620	0.0775	0.00	0.1884	.	3	6823	44011	51010
II32	Chr3	37538797	37545620	0.0775	0.00	0.1884	.	3	6823	44011	51010
II32	Chr11	22694952	22701779	0.0775	0.00	0.1884	.	3	6827	44011	51010
II32	Chr10	18809513	18816332	0.0775	0.00	0.1884	.	3	6819	44011	51010
